Geo_Name,state_code,survey_year,Tax_Type,item,AMOUNT
Nevada,29,2018,General Sales and Gross Receipts Taxes,T09,"5,095,689"
Nevada,29,2018,Selective Sales and Gross Receipts Taxes,TA2,"2,233,767"
Nevada,29,2018,Alcoholic Beverages Sales Tax,T10,"45,340"
Nevada,29,2018,Amusements Sales Tax,T11,"915,531"
Nevada,29,2018,Insurance Premiums Sales Tax,T12,"395,701"
Nevada,29,2018,Motor Fuels Sales Tax,T13,"343,386"
Nevada,29,2018,Pari-mutuels Sales Tax,T14,3
Nevada,29,2018,Public Utilities Sales Tax,T15,"46,300"
Nevada,29,2018,Tobacco Products Sales Tax,T16,"177,161"
Nevada,29,2018,Other Selective Sales and Gross Receipts Taxes,T19,"310,345"
Nevada,29,2018,License Taxes,TA3,"661,240"
Nevada,29,2018,Alcoholic Beverages License,T20,X
Nevada,29,2018,Amusements License,T21,"82,640"
Nevada,29,2018,Corporations in General License,T22,"78,782"
Nevada,29,2018,Hunting and Fishing License,T23,"12,144"
Nevada,29,2018,Motor Vehicle License,T24,"198,263"
Nevada,29,2018,Motor Vehicle Operators License,T25,"28,099"
Nevada,29,2018,Public Utilities License,T27,X
Nevada,29,2018,"Occupation and Business License, NEC",T28,"256,769"
Nevada,29,2018,Other License Taxes,T29,"4,543"
Nevada,29,2018,Income Taxes,TA4,X
Nevada,29,2018,Individual Income Taxes,T40,X
Nevada,29,2018,Corporations Net Income Taxes,T41,X
Nevada,29,2018,Other Taxes,TA5,"849,204"
Nevada,29,2018,Death and Gift Taxes,T50,X
Nevada,29,2018,Documentarty and Stock Transfer Taxes,T51,"111,422"
Nevada,29,2018,Severance Taxes,T53,"155,938"
Nevada,29,2018,"Taxes, NEC",T99,"581,844"
New Hampshire,30,2018,Total Taxes,T00,"2,920,888"
New Hampshire,30,2018,Property Taxes,T01,"408,769"
New Hampshire,30,2018,Sales and Gross Receipts Taxes,TA1,"1,025,902"
New Hampshire,30,2018,General Sales and Gross Receipts Taxes,T09,X
New Hampshire,30,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,025,902"
New Hampshire,30,2018,Alcoholic Beverages Sales Tax,T10,"12,828"
New Hampshire,30,2018,Amusements Sales Tax,T11,530
New Hampshire,30,2018,Insurance Premiums Sales Tax,T12,"111,972"
New Hampshire,30,2018,Motor Fuels Sales Tax,T13,"183,366"
New Hampshire,30,2018,Pari-mutuels Sales Tax,T14,539
New Hampshire,30,2018,Public Utilities Sales Tax,T15,"48,987"
New Hampshire,30,2018,Tobacco Products Sales Tax,T16,"212,698"
New Hampshire,30,2018,Other Selective Sales and Gross Receipts Taxes,T19,"454,982"
New Hampshire,30,2018,License Taxes,TA3,"435,544"
New Hampshire,30,2018,Alcoholic Beverages License,T20,"17,991"
New Hampshire,30,2018,Amusements License,T21,365
New Hampshire,30,2018,Corporations in General License,T22,"67,236"
New Hampshire,30,2018,Hunting and Fishing License,T23,"11,899"
New Hampshire,30,2018,Motor Vehicle License,T24,"82,270"
New Hampshire,30,2018,Motor Vehicle Operators License,T25,"8,508"
New Hampshire,30,2018,Public Utilities License,T27,"23,555"
New Hampshire,30,2018,"Occupation and Business License, NEC",T28,"216,120"
New Hampshire,30,2018,Other License Taxes,T29,"7,600"
New Hampshire,30,2018,Income Taxes,TA4,"895,770"
New Hampshire,30,2018,Individual Income Taxes,T40,"105,759"
New Hampshire,30,2018,Corporations Net Income Taxes,T41,"790,011"
New Hampshire,30,2018,Other Taxes,TA5,"154,903"
New Hampshire,30,2018,Death and Gift Taxes,T50,X
New Hampshire,30,2018,Documentarty and Stock Transfer Taxes,T51,"154,903"
New Hampshire,30,2018,Severance Taxes,T53,X
New Hampshire,30,2018,"Taxes, NEC",T99,0
New Jersey,31,2018,Total Taxes,T00,"35,365,046"
New Jersey,31,2018,Property Taxes,T01,"5,016"
New Jersey,31,2018,Sales and Gross Receipts Taxes,TA1,"15,424,507"
New Jersey,31,2018,General Sales and Gross Receipts Taxes,T09,"10,459,419"
New Jersey,31,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,965,088"
New Jersey,31,2018,Alcoholic Beverages Sales Tax,T10,"142,459"
New Jersey,31,2018,Amusements Sales Tax,T11,"217,736"
New Jersey,31,2018,Insurance Premiums Sales Tax,T12,"591,243"
New Jersey,31,2018,Motor Fuels Sales Tax,T13,"458,892"
New Jersey,31,2018,Pari-mutuels Sales Tax,T14,X
New Jersey,31,2018,Public Utilities Sales Tax,T15,"978,816"
New Jersey,31,2018,Tobacco Products Sales Tax,T16,"660,315"
New Jersey,31,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,915,627"
New Jersey,31,2018,License Taxes,TA3,"1,542,213"
New Jersey,31,2018,Alcoholic Beverages License,T20,"4,199"
New Jersey,31,2018,Amusements License,T21,"50,100"
New Jersey,31,2018,Corporations in General License,T22,"248,405"
New Jersey,31,2018,Hunting and Fishing License,T23,"14,685"
New Jersey,31,2018,Motor Vehicle License,T24,"657,956"
New Jersey,31,2018,Motor Vehicle Operators License,T25,"57,214"
New Jersey,31,2018,Public Utilities License,T27,"21,812"
New Jersey,31,2018,"Occupation and Business License, NEC",T28,"485,902"
New Jersey,31,2018,Other License Taxes,T29,"1,940"
New Jersey,31,2018,Income Taxes,TA4,"17,273,498"
New Jersey,31,2018,Individual Income Taxes,T40,"15,037,845"
New Jersey,31,2018,Corporations Net Income Taxes,T41,"2,235,653"
New Jersey,31,2018,Other Taxes,TA5,"1,119,812"
New Jersey,31,2018,Death and Gift Taxes,T50,"605,845"
New Jersey,31,2018,Documentarty and Stock Transfer Taxes,T51,"513,967"
New Jersey,31,2018,Severance Taxes,T53,X
New Jersey,31,2018,"Taxes, NEC",T99,0
New Mexico,32,2018,Total Taxes,T00,"5,671,904"
New Mexico,32,2018,Property Taxes,T01,"84,224"
New Mexico,32,2018,Sales and Gross Receipts Taxes,TA1,"2,885,892"
New Mexico,32,2018,General Sales and Gross Receipts Taxes,T09,"2,073,118"
New Mexico,32,2018,Selective Sales and Gross Receipts Taxes,TA2,"812,774"
New Mexico,32,2018,Alcoholic Beverages Sales Tax,T10,"45,497"
New Mexico,32,2018,Amusements Sales Tax,T11,"80,313"
New Mexico,32,2018,Insurance Premiums Sales Tax,T12,"169,355"
New Mexico,32,2018,Motor Fuels Sales Tax,T13,"230,303"
New Mexico,32,2018,Pari-mutuels Sales Tax,T14,842
New Mexico,32,2018,Public Utilities Sales Tax,T15,"31,747"
New Mexico,32,2018,Tobacco Products Sales Tax,T16,"93,862"
New Mexico,32,2018,Other Selective Sales and Gross Receipts Taxes,T19,"160,855"
New Mexico,32,2018,License Taxes,TA3,"316,690"
New Mexico,32,2018,Alcoholic Beverages License,T20,0
New Mexico,32,2018,Amusements License,T21,582
New Mexico,32,2018,Corporations in General License,T22,"32,175"
New Mexico,32,2018,Hunting and Fishing License,T23,"31,802"
New Mexico,32,2018,Motor Vehicle License,T24,"200,727"
New Mexico,32,2018,Motor Vehicle Operators License,T25,"5,004"
New Mexico,32,2018,Public Utilities License,T27,"1,529"
New Mexico,32,2018,"Occupation and Business License, NEC",T28,"44,871"
New Mexico,32,2018,Other License Taxes,T29,0
New Mexico,32,2018,Income Taxes,TA4,"1,344,139"
New Mexico,32,2018,Individual Income Taxes,T40,"1,252,651"
New Mexico,32,2018,Corporations Net Income Taxes,T41,"91,488"
New Mexico,32,2018,Other Taxes,TA5,"1,040,959"
New Mexico,32,2018,Death and Gift Taxes,T50,1
New Mexico,32,2018,Documentarty and Stock Transfer Taxes,T51,X
New Mexico,32,2018,Severance Taxes,T53,"1,040,958"
New Mexico,32,2018,"Taxes, NEC",T99,0
New York,33,2018,Total Taxes,T00,"88,541,099"
New York,33,2018,Property Taxes,T01,X
New York,33,2018,Sales and Gross Receipts Taxes,TA1,"26,399,319"
New York,33,2018,General Sales and Gross Receipts Taxes,T09,"14,820,163"
New York,33,2018,Selective Sales and Gross Receipts Taxes,TA2,"11,579,156"
New York,33,2018,Alcoholic Beverages Sales Tax,T10,"258,327"
New York,33,2018,Amusements Sales Tax,T11,"2,848"
New York,33,2018,Insurance Premiums Sales Tax,T12,"1,623,191"
New York,33,2018,Motor Fuels Sales Tax,T13,"1,636,749"
New York,33,2018,Pari-mutuels Sales Tax,T14,"21,310"
New York,33,2018,Public Utilities Sales Tax,T15,"877,490"
New York,33,2018,Tobacco Products Sales Tax,T16,"1,151,660"
New York,33,2018,Other Selective Sales and Gross Receipts Taxes,T19,"6,007,581"
New York,33,2018,License Taxes,TA3,"1,771,629"
New York,33,2018,Alcoholic Beverages License,T20,"66,675"
New York,33,2018,Amusements License,T21,X
New York,33,2018,Corporations in General License,T22,"2,746"
New York,33,2018,Hunting and Fishing License,T23,"41,964"
New York,33,2018,Motor Vehicle License,T24,"1,411,790"
New York,33,2018,Motor Vehicle Operators License,T25,"93,205"
New York,33,2018,Public Utilities License,T27,"28,196"
New York,33,2018,"Occupation and Business License, NEC",T28,"125,822"
New York,33,2018,Other License Taxes,T29,"1,231"
New York,33,2018,Income Taxes,TA4,"56,356,425"
New York,33,2018,Individual Income Taxes,T40,"52,738,515"
New York,33,2018,Corporations Net Income Taxes,T41,"3,617,910"
New York,33,2018,Other Taxes,TA5,"4,013,726"
New York,33,2018,Death and Gift Taxes,T50,"1,203,725"
New York,33,2018,Documentarty and Stock Transfer Taxes,T51,"1,269,623"
New York,33,2018,Severance Taxes,T53,X
New York,33,2018,"Taxes, NEC",T99,"1,540,378"
North Carolina,34,2018,Total Taxes,T00,"27,855,070"
North Carolina,34,2018,Property Taxes,T01,X
North Carolina,34,2018,Sales and Gross Receipts Taxes,TA1,"12,212,671"
North Carolina,34,2018,General Sales and Gross Receipts Taxes,T09,"8,009,850"
North Carolina,34,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,202,821"
North Carolina,34,2018,Alcoholic Beverages Sales Tax,T10,"411,971"
North Carolina,34,2018,Amusements Sales Tax,T11,76
North Carolina,34,2018,Insurance Premiums Sales Tax,T12,"589,037"
North Carolina,34,2018,Motor Fuels Sales Tax,T13,"1,974,782"
North Carolina,34,2018,Pari-mutuels Sales Tax,T14,X
North Carolina,34,2018,Public Utilities Sales Tax,T15,322
North Carolina,34,2018,Tobacco Products Sales Tax,T16,"292,143"
North Carolina,34,2018,Other Selective Sales and Gross Receipts Taxes,T19,"934,490"
North Carolina,34,2018,License Taxes,TA3,"2,197,408"
North Carolina,34,2018,Alcoholic Beverages License,T20,"26,757"
North Carolina,34,2018,Amusements License,T21,197
North Carolina,34,2018,Corporations in General License,T22,"757,429"
North Carolina,34,2018,Hunting and Fishing License,T23,"33,167"
North Carolina,34,2018,Motor Vehicle License,T24,"853,879"
North Carolina,34,2018,Motor Vehicle Operators License,T25,"121,032"
North Carolina,34,2018,Public Utilities License,T27,"19,160"
North Carolina,34,2018,"Occupation and Business License, NEC",T28,"349,981"
North Carolina,34,2018,Other License Taxes,T29,"35,806"
North Carolina,34,2018,Income Taxes,TA4,"13,352,120"
North Carolina,34,2018,Individual Income Taxes,T40,"12,609,608"
North Carolina,34,2018,Corporations Net Income Taxes,T41,"742,512"
North Carolina,34,2018,Other Taxes,TA5,"92,871"
North Carolina,34,2018,Death and Gift Taxes,T50,"10,735"
North Carolina,34,2018,Documentarty and Stock Transfer Taxes,T51,"80,223"
North Carolina,34,2018,Severance Taxes,T53,"1,913"
North Carolina,34,2018,"Taxes, NEC",T99,0
North Dakota,35,2018,Total Taxes,T00,"4,205,184"
North Dakota,35,2018,Property Taxes,T01,"4,549"
North Dakota,35,2018,Sales and Gross Receipts Taxes,TA1,"1,395,503"
North Dakota,35,2018,General Sales and Gross Receipts Taxes,T09,"912,532"
North Dakota,35,2018,Selective Sales and Gross Receipts Taxes,TA2,"482,971"
North Dakota,35,2018,Alcoholic Beverages Sales Tax,T10,"8,819"
North Dakota,35,2018,Amusements Sales Tax,T11,"3,139"
North Dakota,35,2018,Insurance Premiums Sales Tax,T12,"63,274"
North Dakota,35,2018,Motor Fuels Sales Tax,T13,"196,649"
North Dakota,35,2018,Pari-mutuels Sales Tax,T14,"1,498"
North Dakota,35,2018,Public Utilities Sales Tax,T15,"49,663"
North Dakota,35,2018,Tobacco Products Sales Tax,T16,"28,001"
North Dakota,35,2018,Other Selective Sales and Gross Receipts Taxes,T19,"131,928"
North Dakota,35,2018,License Taxes,TA3,"214,463"
North Dakota,35,2018,Alcoholic Beverages License,T20,395
North Dakota,35,2018,Amusements License,T21,"1,088"
North Dakota,35,2018,Corporations in General License,T22,X
North Dakota,35,2018,Hunting and Fishing License,T23,"15,286"
North Dakota,35,2018,Motor Vehicle License,T24,"118,080"
North Dakota,35,2018,Motor Vehicle Operators License,T25,"5,049"
North Dakota,35,2018,Public Utilities License,T27,3
North Dakota,35,2018,"Occupation and Business License, NEC",T28,"74,562"
North Dakota,35,2018,Other License Taxes,T29,0
North Dakota,35,2018,Income Taxes,TA4,"474,912"
North Dakota,35,2018,Individual Income Taxes,T40,"367,635"
North Dakota,35,2018,Corporations Net Income Taxes,T41,"107,277"
North Dakota,35,2018,Other Taxes,TA5,"2,115,757"
North Dakota,35,2018,Death and Gift Taxes,T50,X
North Dakota,35,2018,Documentarty and Stock Transfer Taxes,T51,X
North Dakota,35,2018,Severance Taxes,T53,"2,115,757"
North Dakota,35,2018,"Taxes, NEC",T99,0
Ohio,36,2018,Total Taxes,T00,"29,130,040"
Ohio,36,2018,Property Taxes,T01,X
Ohio,36,2018,Sales and Gross Receipts Taxes,TA1,"18,086,156"
Ohio,36,2018,General Sales and Gross Receipts Taxes,T09,"12,148,485"
Ohio,36,2018,Selective Sales and Gross Receipts Taxes,TA2,"5,937,671"
Ohio,36,2018,Alcoholic Beverages Sales Tax,T10,"104,977"
Ohio,36,2018,Amusements Sales Tax,T11,"270,480"
Ohio,36,2018,Insurance Premiums Sales Tax,T12,"582,794"
Ohio,36,2018,Motor Fuels Sales Tax,T13,"1,912,191"
Ohio,36,2018,Pari-mutuels Sales Tax,T14,"5,185"
Ohio,36,2018,Public Utilities Sales Tax,T15,"927,171"
Ohio,36,2018,Tobacco Products Sales Tax,T16,"941,105"
Ohio,36,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,193,768"
Ohio,36,2018,License Taxes,TA3,"2,269,604"
Ohio,36,2018,Alcoholic Beverages License,T20,"43,804"
Ohio,36,2018,Amusements License,T21,"34,850"
Ohio,36,2018,Corporations in General License,T22,"297,490"
Ohio,36,2018,Hunting and Fishing License,T23,"36,260"
Ohio,36,2018,Motor Vehicle License,T24,"787,276"
Ohio,36,2018,Motor Vehicle Operators License,T25,"80,227"
Ohio,36,2018,Public Utilities License,T27,"34,222"
Ohio,36,2018,"Occupation and Business License, NEC",T28,"907,882"
Ohio,36,2018,Other License Taxes,T29,"47,593"
Ohio,36,2018,Income Taxes,TA4,"8,707,947"
Ohio,36,2018,Individual Income Taxes,T40,"8,698,901"
Ohio,36,2018,Corporations Net Income Taxes,T41,"9,046"
Ohio,36,2018,Other Taxes,TA5,"66,333"
Ohio,36,2018,Death and Gift Taxes,T50,213
Ohio,36,2018,Documentarty and Stock Transfer Taxes,T51,X
Ohio,36,2018,Severance Taxes,T53,"66,120"
Ohio,36,2018,"Taxes, NEC",T99,0
Oklahoma,37,2018,Total Taxes,T00,"9,563,830"
Oklahoma,37,2018,Property Taxes,T01,X
Oklahoma,37,2018,Sales and Gross Receipts Taxes,TA1,"4,062,259"
Oklahoma,37,2018,General Sales and Gross Receipts Taxes,T09,"2,724,367"
Oklahoma,37,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,337,892"
Oklahoma,37,2018,Alcoholic Beverages Sales Tax,T10,"122,247"
Oklahoma,37,2018,Amusements Sales Tax,T11,"26,428"
Oklahoma,37,2018,Insurance Premiums Sales Tax,T12,"328,756"
Oklahoma,37,2018,Motor Fuels Sales Tax,T13,"485,376"
Oklahoma,37,2018,Pari-mutuels Sales Tax,T14,"1,085"
Oklahoma,37,2018,Public Utilities Sales Tax,T15,"43,755"
Oklahoma,37,2018,Tobacco Products Sales Tax,T16,"313,411"
Oklahoma,37,2018,Other Selective Sales and Gross Receipts Taxes,T19,"16,834"
Oklahoma,37,2018,License Taxes,TA3,"1,050,390"
Oklahoma,37,2018,Alcoholic Beverages License,T20,"1,037"
Oklahoma,37,2018,Amusements License,T21,"168,006"
Oklahoma,37,2018,Corporations in General License,T22,"58,897"
Oklahoma,37,2018,Hunting and Fishing License,T23,"20,494"
Oklahoma,37,2018,Motor Vehicle License,T24,"768,712"
Oklahoma,37,2018,Motor Vehicle Operators License,T25,"31,733"
Oklahoma,37,2018,Public Utilities License,T27,5
Oklahoma,37,2018,"Occupation and Business License, NEC",T28,727
Oklahoma,37,2018,Other License Taxes,T29,779
Oklahoma,37,2018,Income Taxes,TA4,"3,730,132"
Oklahoma,37,2018,Individual Income Taxes,T40,"3,495,264"
Oklahoma,37,2018,Corporations Net Income Taxes,T41,"234,868"
Oklahoma,37,2018,Other Taxes,TA5,"721,049"
Oklahoma,37,2018,Death and Gift Taxes,T50,0
Oklahoma,37,2018,Documentarty and Stock Transfer Taxes,T51,"21,112"
Oklahoma,37,2018,Severance Taxes,T53,"699,937"
Oklahoma,37,2018,"Taxes, NEC",T99,0
Oregon,38,2018,Total Taxes,T00,"12,644,869"
Oregon,38,2018,Property Taxes,T01,"20,116"
Oregon,38,2018,Sales and Gross Receipts Taxes,TA1,"1,659,392"
Oregon,38,2018,General Sales and Gross Receipts Taxes,T09,X
Oregon,38,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,659,392"
Oregon,38,2018,Alcoholic Beverages Sales Tax,T10,"19,216"
Oregon,38,2018,Amusements Sales Tax,T11,X
Oregon,38,2018,Insurance Premiums Sales Tax,T12,"70,903"
Oregon,38,2018,Motor Fuels Sales Tax,T13,"538,539"
Oregon,38,2018,Pari-mutuels Sales Tax,T14,"1,876"
Oregon,38,2018,Public Utilities Sales Tax,T15,"8,757"
Oregon,38,2018,Tobacco Products Sales Tax,T16,"263,860"
Oregon,38,2018,Other Selective Sales and Gross Receipts Taxes,T19,"756,241"
Oregon,38,2018,License Taxes,TA3,"1,087,449"
Oregon,38,2018,Alcoholic Beverages License,T20,"4,868"
Oregon,38,2018,Amusements License,T21,"2,799"
Oregon,38,2018,Corporations in General License,T22,"40,017"
Oregon,38,2018,Hunting and Fishing License,T23,"57,598"
Oregon,38,2018,Motor Vehicle License,T24,"539,474"
Oregon,38,2018,Motor Vehicle Operators License,T25,"39,758"
Oregon,38,2018,Public Utilities License,T27,"14,577"
Oregon,38,2018,"Occupation and Business License, NEC",T28,"381,707"
Oregon,38,2018,Other License Taxes,T29,"6,651"
Oregon,38,2018,Income Taxes,TA4,"9,684,005"
Oregon,38,2018,Individual Income Taxes,T40,"8,879,552"
Oregon,38,2018,Corporations Net Income Taxes,T41,"804,453"
Oregon,38,2018,Other Taxes,TA5,"193,907"
Oregon,38,2018,Death and Gift Taxes,T50,"176,453"
Oregon,38,2018,Documentarty and Stock Transfer Taxes,T51,"1,772"
Oregon,38,2018,Severance Taxes,T53,"15,682"
Oregon,38,2018,"Taxes, NEC",T99,0
Pennsylvania,39,2018,Total Taxes,T00,"40,709,545"
Pennsylvania,39,2018,Property Taxes,T01,"34,399"
Pennsylvania,39,2018,Sales and Gross Receipts Taxes,TA1,"21,034,252"
Pennsylvania,39,2018,General Sales and Gross Receipts Taxes,T09,"10,920,832"
Pennsylvania,39,2018,Selective Sales and Gross Receipts Taxes,TA2,"10,113,420"
Pennsylvania,39,2018,Alcoholic Beverages Sales Tax,T10,"397,092"
Pennsylvania,39,2018,Amusements Sales Tax,T11,"1,429,632"
Pennsylvania,39,2018,Insurance Premiums Sales Tax,T12,"836,186"
Pennsylvania,39,2018,Motor Fuels Sales Tax,T13,"3,375,429"
Pennsylvania,39,2018,Pari-mutuels Sales Tax,T14,"10,182"
Pennsylvania,39,2018,Public Utilities Sales Tax,T15,"1,155,009"
Pennsylvania,39,2018,Tobacco Products Sales Tax,T16,"1,372,695"
Pennsylvania,39,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,537,195"
Pennsylvania,39,2018,License Taxes,TA3,"2,721,979"
Pennsylvania,39,2018,Alcoholic Beverages License,T20,"51,644"
Pennsylvania,39,2018,Amusements License,T21,"215,406"
Pennsylvania,39,2018,Corporations in General License,T22,"5,717"
Pennsylvania,39,2018,Hunting and Fishing License,T23,"76,245"
Pennsylvania,39,2018,Motor Vehicle License,T24,"1,183,964"
Pennsylvania,39,2018,Motor Vehicle Operators License,T25,"72,896"
Pennsylvania,39,2018,Public Utilities License,T27,"56,798"
Pennsylvania,39,2018,"Occupation and Business License, NEC",T28,"1,038,215"
Pennsylvania,39,2018,Other License Taxes,T29,"21,094"
Pennsylvania,39,2018,Income Taxes,TA4,"15,287,269"
Pennsylvania,39,2018,Individual Income Taxes,T40,"12,800,890"
Pennsylvania,39,2018,Corporations Net Income Taxes,T41,"2,486,379"
Pennsylvania,39,2018,Other Taxes,TA5,"1,631,646"
Pennsylvania,39,2018,Death and Gift Taxes,T50,"982,470"
Pennsylvania,39,2018,Documentarty and Stock Transfer Taxes,T51,"625,056"
Pennsylvania,39,2018,Severance Taxes,T53,X
Pennsylvania,39,2018,"Taxes, NEC",T99,"24,120"
Rhode Island,40,2018,Total Taxes,T00,"3,483,100"
Rhode Island,40,2018,Property Taxes,T01,"2,704"
Rhode Island,40,2018,Sales and Gross Receipts Taxes,TA1,"1,682,021"
Rhode Island,40,2018,General Sales and Gross Receipts Taxes,T09,"1,048,957"
Rhode Island,40,2018,Selective Sales and Gross Receipts Taxes,TA2,"633,064"
Rhode Island,40,2018,Alcoholic Beverages Sales Tax,T10,"19,918"
Rhode Island,40,2018,Amusements Sales Tax,T11,X
Rhode Island,40,2018,Insurance Premiums Sales Tax,T12,"81,519"
Rhode Island,40,2018,Motor Fuels Sales Tax,T13,"79,858"
Rhode Island,40,2018,Pari-mutuels Sales Tax,T14,"1,074"
Rhode Island,40,2018,Public Utilities Sales Tax,T15,"59,651"
Rhode Island,40,2018,Tobacco Products Sales Tax,T16,"146,691"
Rhode Island,40,2018,Other Selective Sales and Gross Receipts Taxes,T19,"244,353"
Rhode Island,40,2018,License Taxes,TA3,"102,202"
Rhode Island,40,2018,Alcoholic Beverages License,T20,92
Rhode Island,40,2018,Amusements License,T21,202
Rhode Island,40,2018,Corporations in General License,T22,"4,910"
Rhode Island,40,2018,Hunting and Fishing License,T23,"1,844"
Rhode Island,40,2018,Motor Vehicle License,T24,"20,755"
Rhode Island,40,2018,Motor Vehicle Operators License,T25,"4,865"
Rhode Island,40,2018,Public Utilities License,T27,"2,070"
Rhode Island,40,2018,"Occupation and Business License, NEC",T28,"61,959"
Rhode Island,40,2018,Other License Taxes,T29,"5,505"
Rhode Island,40,2018,Income Taxes,TA4,"1,447,270"
Rhode Island,40,2018,Individual Income Taxes,T40,"1,329,152"
Rhode Island,40,2018,Corporations Net Income Taxes,T41,"118,118"
Rhode Island,40,2018,Other Taxes,TA5,"248,903"
Rhode Island,40,2018,Death and Gift Taxes,T50,"133,103"
Rhode Island,40,2018,Documentarty and Stock Transfer Taxes,T51,"115,800"
Rhode Island,40,2018,Severance Taxes,T53,X
Rhode Island,40,2018,"Taxes, NEC",T99,0
South Carolina,41,2018,Total Taxes,T00,"10,550,096"
South Carolina,41,2018,Property Taxes,T01,"37,298"
South Carolina,41,2018,Sales and Gross Receipts Taxes,TA1,"4,948,178"
South Carolina,41,2018,General Sales and Gross Receipts Taxes,T09,"3,303,220"
South Carolina,41,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,644,958"
South Carolina,41,2018,Alcoholic Beverages Sales Tax,T10,"179,115"
South Carolina,41,2018,Amusements Sales Tax,T11,"39,774"
South Carolina,41,2018,Insurance Premiums Sales Tax,T12,"239,215"
South Carolina,41,2018,Motor Fuels Sales Tax,T13,"646,581"
South Carolina,41,2018,Pari-mutuels Sales Tax,T14,X
South Carolina,41,2018,Public Utilities Sales Tax,T15,"29,003"
South Carolina,41,2018,Tobacco Products Sales Tax,T16,"27,199"
South Carolina,41,2018,Other Selective Sales and Gross Receipts Taxes,T19,"484,071"
South Carolina,41,2018,License Taxes,TA3,"582,294"
South Carolina,41,2018,Alcoholic Beverages License,T20,"12,600"
South Carolina,41,2018,Amusements License,T21,"6,389"
South Carolina,41,2018,Corporations in General License,T22,"110,199"
South Carolina,41,2018,Hunting and Fishing License,T23,"18,898"
South Carolina,41,2018,Motor Vehicle License,T24,"274,093"
South Carolina,41,2018,Motor Vehicle Operators License,T25,"4,486"
South Carolina,41,2018,Public Utilities License,T27,"10,670"
South Carolina,41,2018,"Occupation and Business License, NEC",T28,"126,871"
South Carolina,41,2018,Other License Taxes,T29,"18,088"
South Carolina,41,2018,Income Taxes,TA4,"4,856,152"
South Carolina,41,2018,Individual Income Taxes,T40,"4,432,104"
South Carolina,41,2018,Corporations Net Income Taxes,T41,"424,048"
South Carolina,41,2018,Other Taxes,TA5,"126,174"
South Carolina,41,2018,Death and Gift Taxes,T50,X
South Carolina,41,2018,Documentarty and Stock Transfer Taxes,T51,"126,174"
South Carolina,41,2018,Severance Taxes,T53,X
South Carolina,41,2018,"Taxes, NEC",T99,0
South Dakota,42,2018,Total Taxes,T00,"1,917,548"
South Dakota,42,2018,Property Taxes,T01,X
South Dakota,42,2018,Sales and Gross Receipts Taxes,TA1,"1,585,089"
South Dakota,42,2018,General Sales and Gross Receipts Taxes,T09,"1,103,624"
South Dakota,42,2018,Selective Sales and Gross Receipts Taxes,TA2,"481,465"
South Dakota,42,2018,Alcoholic Beverages Sales Tax,T10,"18,939"
South Dakota,42,2018,Amusements Sales Tax,T11,"9,135"
South Dakota,42,2018,Insurance Premiums Sales Tax,T12,"92,488"
South Dakota,42,2018,Motor Fuels Sales Tax,T13,"187,424"
South Dakota,42,2018,Pari-mutuels Sales Tax,T14,177
South Dakota,42,2018,Public Utilities Sales Tax,T15,"3,510"
South Dakota,42,2018,Tobacco Products Sales Tax,T16,"59,158"
South Dakota,42,2018,Other Selective Sales and Gross Receipts Taxes,T19,"110,634"
South Dakota,42,2018,License Taxes,TA3,"291,896"
South Dakota,42,2018,Alcoholic Beverages License,T20,"1,222"
South Dakota,42,2018,Amusements License,T21,"6,353"
South Dakota,42,2018,Corporations in General License,T22,"5,984"
South Dakota,42,2018,Hunting and Fishing License,T23,"28,690"
South Dakota,42,2018,Motor Vehicle License,T24,"83,369"
South Dakota,42,2018,Motor Vehicle Operators License,T25,"5,676"
South Dakota,42,2018,Public Utilities License,T27,X
South Dakota,42,2018,"Occupation and Business License, NEC",T28,"135,433"
South Dakota,42,2018,Other License Taxes,T29,"25,169"
South Dakota,42,2018,Income Taxes,TA4,"32,376"
South Dakota,42,2018,Individual Income Taxes,T40,X
South Dakota,42,2018,Corporations Net Income Taxes,T41,"32,376"
South Dakota,42,2018,Other Taxes,TA5,"8,187"
South Dakota,42,2018,Death and Gift Taxes,T50,X
South Dakota,42,2018,Documentarty and Stock Transfer Taxes,T51,187
South Dakota,42,2018,Severance Taxes,T53,"8,000"
South Dakota,42,2018,"Taxes, NEC",T99,0
Tennessee,43,2018,Total Taxes,T00,"14,269,061"
Tennessee,43,2018,Property Taxes,T01,X
Tennessee,43,2018,Sales and Gross Receipts Taxes,TA1,"10,343,084"
Tennessee,43,2018,General Sales and Gross Receipts Taxes,T09,"7,469,547"
Tennessee,43,2018,Selective Sales and Gross Receipts Taxes,TA2,"2,873,537"
Tennessee,43,2018,Alcoholic Beverages Sales Tax,T10,"201,713"
Tennessee,43,2018,Amusements Sales Tax,T11,X
Tennessee,43,2018,Insurance Premiums Sales Tax,T12,"970,831"
